city,brand,model,type,cc,color,km,year,price
Zaragoza,PIAGGIO,Medley,Scooter 125cc,124,AZUL MIDNIGHT,12,2016,2999
Zaragoza,PIAGGIO,beverly Sport Touring 350 ie ABS,Scooters +125cc,330,NEGRO,10,2016,4999
Zaragoza,MOTO GUZZI,V9,Custom,853,AMARILLO,10,2016,9099
Zaragoza,MOTO GUZZI,V9,Custom,853,NEGRO MATE,35,2016,9399
Salamanca,YAMAHA,XV 535 Virago,Custom,535,,53000,1992,2000
Zaragoza,MOTO GUZZI,V7 II,Naked,744,GRIS MATE,3,2016,7299
Zaragoza,MOTO GUZZI,V7 II,Naked,744,STORNELLO,15,2016,10299
Zaragoza,MOTO GUZZI,V7 II,Naked,744,GRIS MATE,10,2016,9999
Zaragoza,APRILIA,SR Motard 125,Scooter 125cc,124,NEGRO,15,2016,1899
Zaragoza,APRILIA,SR Max 125,Scooter 125cc,125,NEGRO,10,2015,3199
Zaragoza,YAMAHA,MT 03,Naked,660,roja y negra,28000,2009,3200
Barcelona,HONDA,CBR 250R,Sport,249,azul y blanca,27000,2011,2500
Caceres,GAS GAS,TXT Pro 280 2T,Trial,272,roja negra,,2011,2500
Toledo,BMW,K 1600 GT,Turismo,1649,BLANCA,19000,2011,15500
Guadalajara,SUZUKI,DR Z 400 S,Trail,398,NEGRO,9370,2007,2990
Madrid,BMW,R 850 R,Naked,848,GRIS,52000,2006,4999
Madrid,HONDA,CBR 600F,Sport,599,ROJO PLATA,36000,2004,3395
Madrid,YAMAHA,XVS 250 Drag Star,Custom,249,NEGRO,23000,2003,2595
Madrid,SUZUKI,AN 400 Burgman,Scooters +125cc,385,azul,66000,2003,1899
Madrid,HONDA,CBR 125R,Sport,125,azul,39000,2007,1495
Madrid,DAELIM,Daystar 125 FI,Custom,124,NEGRO,3100,2009,1399
Barcelona,KTM,EXC 450,Enduro,447,N/D,10000,2008,3100
Valencia,KTM,690 ENDURO R,Enduro,690,BLANCO,1500,2016,7900
Madrid,KTM,690 DUKE,Naked,690,GRIS,10300,2015,6300
Orense,SUZUKI,GSF 600 Bandit,Naked,600,NEGRO,38500,2004,2600
Guipuzcoa,HARLEY DAVIDSON,Sportster Forty-Eight,Custom,1202,hard candy volcanic orange fla,8100,2014,9800
Zaragoza,KAWASAKI,ZR 7 738,Naked,738,marfil,35000,2000,1700
Las Palmas,HONDA,VFR 800 FI,Sport,782,HRC,12500,2008,8000
Leon,APRILIA,Compay Custom,Scooters 50cc,50,azul,6422,2002,495
Barcelona,YAMAHA,XT 660 X,Supermotard,660,naranja,12000,2009,4300
Las Palmas,BMW,R 1200 GS,Trail,1170,Black,39000,2006,8000
Las Palmas,BMW,K 1200 GT,Turismo,1157,gacel,46000,2009,9500
Murcia,ROYAL ENFIELD,Continental,Naked,535,ROJO,,2015,5199
Valencia,BMW,G 650 GS,Trail,652,rojo,9834,2010,4950
Navarra,HONDA,CBR 600F,Sport,600,,74300,1991,999
Madrid,HONDA,CB 1000R C-ABS,Naked,998,,,2016,11390
Valencia,SYM,JOYMAX 125,Scooter 125cc,124,NEGRO,18100,2012,2400
Valencia,APRILIA,Compay 125 Custom,Scooter 125cc,124,NEGRO,5150,2014,2400
Madrid,YAMAHA,Tracer 700,Trail,689,,,2017,7849
Madrid,KTM,1090 Adventure,Trail,1050,MOTO NUEVA,,2017,12499
Madrid,SUZUKI,GSX R600,Sport,599,,,2017,11499
Madrid,PIAGGIO,MP3,Scooters +125cc,492,,,2017,7999
Madrid,HONDA,CRF1000L Africa Twin,Trail,998,,,2017,12999
Madrid,SUZUKI,Bandit 1250 S ABS,Turismo,1255,,,2017,8790
Madrid,HONDA,CBR 500R,Sport,471,,,2017,5999
Madrid,KTM,690 ENDURO R,Enduro,690,,,2017,8799
Madrid,KAWASAKI,Z 900,Naked,948,,,2017,8648
Madrid,SUZUKI,GSX R600,Sport,599,,,2017,11499
Valencia,SUZUKI,BURGMAN 650 Executive,Scooters +125cc,638,GRIS,36900,2006,3999
Madrid,DUCATI,MONSTER 696+ ABS,Naked,696,OPORTUNIDAD...!!!,25000,2014,6399
Baleares,YAMAHA,FZ1 S FAZER,Naked,998,Rojo Negro,67000,2007,3900
Alicante,SUZUKI,GSX R600,Sport,599,BLANCO/AZUL-M,28155,2006,5195
Alicante,SYM,Wolf 125i 4T,Naked,125,BLANCO-M,10171,2014,2400
Alicante,YAMAHA,MT-09 SPORT TRACKER,Naked,847,,5426,2015,7695
Alicante,YAMAHA,T-Max 500,Scooters +125cc,499,GRIS,42880,2007,5000
Alicante,YAMAHA,XVS 250 Drag Star,Custom,249,NEGRO-M,29317,2002,2600
Alicante,YAMAHA,XJ 600 S Diversion,Turismo,600,ROJO,35400,1994,1495
Alicante,YAMAHA,X MAX 400,Scooters +125cc,395,,20608,2014,5200
Alicante,TRIUMPH,Thunderbird Storm,Custom,1699,NEGRO,9490,2014,12750
Alicante,SUZUKI,V-Strom 1000,Trail,1037,,35442,2014,9000
Alicante,SUZUKI,Bandit 650 S,Turismo,656,AZUL-M,52630,2005,2695
Alicante,KYMCO,K-XCT 300i,Scooters +125cc,300,,10761,2014,3300
Alicante,HONDA,CB 1100,Naked,1100,ROJO-M,17576,2013,9450
Alicante,BULTACO,Sherpa T 350,Trial,350,ROJO,1,1972,4995
Alicante,BMW,R 1200 GS,Trail,1170,ROJO,73327,2011,10500
Alicante,BMW,R 1200 GS,Trail,1170,BLANCO,46772,2010,11300
Alicante,BMW,R 1150 R,Naked,1130,AZUL,71688,2005,5500
Alicante,BMW,F 800 GS Adventure,Trail,798,,31189,2013,9500
Alicante,BMW,C 650 GT,Scooters +125cc,647,HABANA METALIZADO,12103,2016,10000
Zaragoza,HONDA,CB 600F HORNET,Naked,600,,27500,2007,2850
Caceres,SHERCO,300 SE-R,Enduro,293,,,2016,6350
Madrid,KAWASAKI,VERSYS 650,Trail,649,Azul,44000,2009,3800
Cadiz,KYMCO,K XCT 300i,Scooters +125cc,299,,4100,2016,3400
Granada,BMW,K 750,Turismo,750,Negra,6000,1991,3995
Toledo,CAGIVA,Raptor 650,Naked,650,blanca,35000,2001,2600
Badajoz,KAWASAKI,VULCAN 800,Custom,800,Negra,86000,1995,2500
Las Palmas,HONDA,CBR 600F,Sport,599,amarillo,34000,2001,2200
Madrid,HONDA,CBR 600 RR,Sport,600,Blanco,42000,2009,6000
Jaen,MASH,siventy five,Naked,125,blanca y negra,1600,2016,1900
Barcelona,MOTO GUZZI,V7 II,Naked,744,Negro mate,15000,2015,7100
Albacete,KTM,RC8 1190 R Akrapovic Race Replica,Sport,1195,naranja,13000,2009,8500
Lleida,BMW,R 1200 GS,Trail,1170,Negro,3900,2015,17800
Barcelona,HONDA,Lead 100,Scooter 125cc,100,gris,41575,2005,450
Cordoba,BMW,R 1100 S,Sport,1085,Rojo Marrakesh,70000,2003,5300
Valencia,KYMCO,K-XCT 125i,Scooter 125cc,124,blanco,3750,2015,3050
Madrid,HONDA,Crosstourer,Trail,1200,Blanco,29261,2012,11800
Barcelona,HONDA,CB 750 Seven Fifty,Sport,750,Negro,40000,1992,3800
Girona,BUELL,1125 CR,Naked,1125,Negro mate,29000,2009,5300
Jaen,APRILIA,Sportcity 125,Scooter 125cc,124,gris,35000,2008,1200
Madrid,BMW,R 1200 RT,Turismo,1200,rojo,96000,2006,7500
Murcia,YAMAHA,SZR 660,Sport,659,Naranja,45000,1997,1350
Alicante,YAMAHA,XJR 1300 SP,Naked,1251,,39600,1999,5800
Tarragona,OSSA,Explorer,Enduro,272,,1000,2013,2600
Asturias,SUZUKI,GSF 600 Bandit S,Turismo,600,Negro,46000,2003,2400
Madrid,HONDA,NT 650 V DEAUVILLE,Turismo,647,,68000,2005,3000
Sevilla,KTM,EXC 250 F,Enduro,248,,2000,2008,3950
Alava,APRILIA,RS 125,Sport,124,harada,19500,2001,1400
Albacete,YAMAHA,Jog 50 R,Scooters 50cc,50,verde,7000,1997,275
Madrid,SUZUKI,BURGMAN 400,Scooters +125cc,399,,22600,2003,2000
Madrid,APRILIA,RS 50,Sport,50,azul,20000,2000,850
Guadalajara,SUZUKI,GSX R750,Sport,749,,71000,2004,2500
Granada,KAWASAKI,NINJA 250 R,Sport,250,,22000,2008,2200
Vizcaya,KAWASAKI,Z 750,Naked,748,Naranja,17000,2006,2900
Cordoba,HONDA,VARADERO XL1000V,Trail,996,Granate,65000,2007,5900
Barcelona,DUCATI,750 SS,Sport,748,ROJO DUCATI,45400,2000,2550
Granada,YAMAHA,SR 250 Special,Custom,249,Granate,43000,2003,1000
La Rioja,TRIUMPH,TIGER 800,Trail,799,,24000,2011,7400
Barcelona,KAWASAKI,Z 1000,Naked,953,,18000,2009,5500
Asturias,HONDA,CB 450,Sport,450,metal,30000,1990,2100
Madrid,BMW,K 1300 R,Naked,1293,Blanco,17150,2013,12650
Madrid,SUZUKI,Bandit 650 S ABS,Turismo,656,negro,8000,2011,4500
Huelva,YAMAHA,FZ6 N S2,Naked,600,,30000,2007,2700
Toledo,YAMAHA,Fazer8 S Sport,Turismo,779,Negro,35000,2008,3000
Huelva,YAMAHA,FZ6 N S2,Naked,600,Blancao,30000,2007,2700
Murcia,YAMAHA,X MAX 250,Scooters +125cc,249,amarillo,55000,2007,900
Madrid,YAMAHA,YP Majesty 180,Scooters +125cc,176,negro,52000,2005,950
Valladolid,KTM,EXC 450 F,Enduro,450,,8000,2005,2500
Barcelona,BULTACO,Sherpa T 350,Trial,350,Roja,,1976,3500
Huelva,DERBI,Senda DRD PRO 50 R,Enduro,50,azul,7500,2007,1650
Madrid,HONDA,Dominator 650 NX,Trail,650,Rojo,75000,1989,1300
Madrid,HONDA,CB 600F HORNET,Naked,599,Negro,26300,2008,3000
Barcelona,DUCATI,HYPERMOTARD 796,Supermotard,803,Rojo,19000,2010,5900
Barcelona,SUZUKI,BURGMAN 200,Scooter 125cc,200,BLANCI,13400,2014,2450
Sevilla,DUCATI,MULTISTRADA 620,Trail,618,Roja,22500,2006,3500
Sta. C. Tenerife,KAWASAKI,ZX 10R,Sport,998,,46600,2008,7000
Barcelona,BMW,R 1200 GS,Trail,1170,Blanco,9500,2015,16400
Madrid,SUZUKI,GSX 600F,Sport,600,Negra,63600,1990,500
Zaragoza,YAMAHA,XC 150 Fly One,Scooters +125cc,149,Negro,39300,1998,550
Huelva,KYMCO,Venox 250,Custom,249,gris,11500,2007,1350
Badajoz,KEEWAY,Zahara 125,Scooter 125cc,124,ROJO,,2017,1599
Badajoz,TRIUMPH,TIGER 800 XC,Trail,799,Negro,,2016,12499
Lugo,HONDA,XR 400 R,Enduro,397,,10000,2005,1999
Asturias,SUZUKI,VZ 800 Marauder,Custom,805,negra,88000,1996,2500
Huesca,YAMAHA,FZ6 N S2,Naked,600,blanco,48000,2008,2600
Badajoz,TRIUMPH,Tiger 800 XR,Trail,800,AZUL,1093,2016,10490
Sevilla,YAMAHA,X MAX 125 Executive,Scooter 125cc,125,,4300,2015,3400
Barcelona,SUZUKI,AN 400 Burgman,Scooters +125cc,399,Negro mate,10000,2016,5300
Madrid,HONDA,VTX 1300,Custom,1312,negro,37000,2007,7500
Malaga,SUZUKI,Bandit 650 S ABS,Turismo,656,Perla,29676,2005,3200
Alava,SUZUKI,Bandit 650 S,Turismo,656,naranja,44000,2007,5690
Segovia,SUZUKI,GS 500F,Turismo,487,Azul,15800,2007,2300
Leon,YAMAHA,YZF R 125,Sport,124,Azul,30000,2010,2700
Tarragona,KAWASAKI,ZZR 600,Sport,600,,77000,1991,900
Madrid,SUZUKI,Intruder 125,Custom,124,,19000,2007,1900
Tarragona,YAMAHA,XVS 1300 A Midnight Star,Custom,1304,Negra,14000,2007,6700
Madrid,HONDA,CRF 250L,Trail,250,,,2017,4650
Granada,HONDA,CBR 600 RR,Sport,599,negro/plata,35000,2005,3800
Sta. C. Tenerife,BMW,R 1200 GS Edicion Limitada 15 aniversario,Trail,1170,Blanca,25279,2009,10600
Sevilla,KAWASAKI,VN 900 CLASSIC,Custom,903,Negra,23000,2008,4900
Baleares,HUSQVARNA,NUDA 900,Naked,898,,40000,2013,5500
Barcelona,GAS GAS,MC 125,Cross,124,amarilla,6000,2004,1700
Barcelona,KTM,400 EXC,Enduro,400,,18000,2009,3500
Toledo,APRILIA,Scarabeo 500,Scooters +125cc,460,gris,65000,2008,2300
Barcelona,BMW,F 650 CS Scarver,Turismo,652,,61503,2005,2800
Madrid,HONDA,XR 125 L,Enduro,124,ROJA,15900,2006,1490
Sevilla,YAMAHA,MT 03,Naked,660,AZUL,40576,2006,2899
Pontevedra,SUZUKI,BURGMAN 650 Executive,Scooters +125cc,638,NEGRO,41963,2005,3490
Alava,BMW,C 650 Sport,Scooters +125cc,647,,900,2016,10500
Navarra,HONDA,CBR 600 RR,Sport,599,REPSOL,,2015,12600
Valencia,HONDA,Forza 125,Scooter 125cc,125,azul,9744,2015,3950
Barcelona,SUZUKI,Bandit 650 S,Turismo,656,,60000,2009,2800
Guipuzcoa,KEEWAY,TX 125,Trail,125,,6330,2014,1600
Granada,YAMAHA,MT 03,Naked,660,,42200,2007,2600
Madrid,SUZUKI,GSF 400 Bandit,Naked,400,rojo,47000,1992,1300
Madrid,HARLEY DAVIDSON,Sportster 883,Custom,883,,5000,2007,7000
Madrid,BMW,F 800 R,Naked,800,BLANCO,10750,2011,6190
Madrid,KYMCO,Super Dink 125i ABS,Scooter 125cc,125,BLANCO,19400,2014,2690
Madrid,KAWASAKI,ZX 10R,Sport,998,verde,5100,2006,3950
Las Palmas,BMW,HP2 Sport,Sport,1170,,16446,2008,13500
Murcia,BMW,R 1200 RT 110cv,Turismo,1170,plata,47000,2010,8990
Granada,HONDA,NTV 650 REVERE,Turismo,650,Roja,29000,1992,2000
Baleares,SUZUKI,GSR 600,Naked,599,Negro,11000,2006,3300
A Coruna,YAMAHA,FZ6 N S2,Naked,600,Negro,34500,2008,3500
Malaga,HYOSUNG,GV 250i AQUILA,Custom,250,,39423,2008,1649
Baleares,BMW,R 1150 RT,Turismo,1130,,109000,2001,4000
Barcelona,BMW,S 1000 XR,Trail,999,BLANCA,11246,2016,16995
Valencia,HYOSUNG,GT 650Ri COMET Bitono,Sport,647,blanco-negro,,2014,4399
Valencia,HARLEY DAVIDSON,Softail Fat Boy,Custom,1450,,21000,2007,17000
Madrid,TRIUMPH,Thunderbird Storm,Custom,1699,NEGRO,10500,2013,12500
Pontevedra,SUZUKI,BURGMAN 650 Executive,Scooters +125cc,638,gris,59200,2006,3900
Pontevedra,BMW,R 1200 R,Turismo,1170,blanco y rojo,1000,2016,13900
Pontevedra,BMW,C 650 GT,Scooters +125cc,647,havana,7500,2015,9500
Barcelona,BMW,R 1200 GS,Trail,1170,GRIS,82206,2011,8995
Madrid,YAMAHA,Aerox 50 R,Scooters 50cc,49,Negro,500,2005,650
A Coruna,YAMAHA,WR 250 F,Enduro,249,,3000,2008,3700
Murcia,HARLEY DAVIDSON,Dyna Low Rider,Custom,1340,AZUL,30500,2004,10500
Zaragoza,PIAGGIO,ZIP 50 2T,Scooters 50cc,50,,42,2016,1100
Madrid,MOTO GUZZI,V9,Custom,853,AMARILLO,2503,2016,7690
Granada,BMW,F 700 GS,Trail,798,verde,6200,2014,7400
Madrid,HYOSUNG,RT 125 Karion,Trail,124,rojo,3400,2005,1450
Zaragoza,HONDA,CBR 600,Sport,600,blanco gris,52000,1990,1600
Murcia,HONDA,Transalp XL 700 V,Trail,680,ORO,45388,2007,4900
Alicante,DUCATI,1098 S,Sport,1099,Rojo,30238,2007,7900
Barcelona,YAMAHA,MT 03,Naked,660,Negro,29500,2006,3200
Madrid,SUZUKI,GSF 600 Bandit,Naked,600,Negra,77000,2004,2300
Barcelona,BMW,G 650 Xcountry,Trail,652,,11000,2008,4300
Valencia,MV AGUSTA,BRUTALE 800,Naked,798,,,2016,23190
Valencia,GILERA,GP 800,Scooters +125cc,800,BURDEOS,27200,2009,4990
Alava,HONDA,SILVER WING 400,Scooters +125cc,398,,22000,2006,2900
Valencia,KTM,1290 Super Adventure,Trail,1290,blanco,21600,2015,15900
Valencia,BMW,K 1200 S,Turismo,1157,azul,44200,2006,6500
Barcelona,BETA,RR 4T Racing 350,Enduro,349,roja azul,7500,2012,4700
Jaen,YAMAHA,SR 250 Classic,Turismo,249,Azul/Gris,25000,1999,950
Barcelona,HONDA,SCOOPY SH125i,Scooter 125cc,125,,17000,2007,1350
Barcelona,YAMAHA,T-Max 530,Scooters +125cc,530,Negro Mate,12000,2015,9500
Madrid,TRIUMPH,Tiger 800 XR,Trail,800,NEGRO,10500,2015,9800
Madrid,TRIUMPH,Thruxton,Naked,1200,BLANCO,1600,2016,11500
Madrid,TRIUMPH,Tiger 800 XR,Trail,800,NEGRO,10500,2015,9800
Madrid,TRIUMPH,Thruxton,Naked,1200,BLANCO,1600,2016,11500
Cadiz,DAELIM,Daystar 125,Custom,125,bicolor,18000,2007,900
Valencia,PEUGEOT,SATELIS 125 K BLACKSAT PREMIUM,Scooter 125cc,125,,38000,2006,1100
Madrid,HARLEY DAVIDSON,Softail Heritage Softail Classic,Custom,1584,Negra brillo,15000,2015,22500
Guipuzcoa,APRILIA,Sportcity 300 i.e.,Scooters +125cc,278,negro,22500,2009,2400
Madrid,DUCATI,MONSTER 696+,Naked,696,Rojo,19000,2008,4000
Valencia,KYMCO,Grand Dink 125,Scooter 125cc,125,plata,2886,2016,2710
Valencia,KAWASAKI,VERSYS 1000,Trail,1043,negra,3204,2016,10999
Barcelona,HONDA,VT 750 C2 Shadow,Custom,750,Negro,22632,2007,5400
Toledo,YAMAHA,XSR 900 ABS,Naked,847,AMARILLO,2000,2016,9500
Toledo,YAMAHA,FZ8 S,Turismo,779,AZUL,10000,2011,6200
Barcelona,HARLEY DAVIDSON,Softail Fat Boy Special,Custom,1584,Negra,17000,2011,17900
Toledo,SUZUKI,V-Strom 650 ABS,Trail,647,BLANCA,25000,2013,6750
Toledo,MV AGUSTA,Rivale 800,Supermotard,800,ROJA,2000,2013,9500
Toledo,KTM,990 SUPERMOTO T,Supermotard,990,NARAJA,17000,2011,7900
Toledo,KTM,1190 Adventure,Trail,1195,NARANJA,26000,2014,12350
Toledo,HONDA,VFR 800 FI ABS,Sport,781,ROJA,36000,2007,5999
Toledo,HONDA,VFR 1200 F,Turismo,1237,ROJA,29000,2011,9500
Toledo,BMW,G 650 GS,Trail,652,BLANCA,25000,2011,4999
Vizcaya,SUZUKI,GSX R600,Sport,599,azul y blanca,45000,2006,3500
Madrid,GILERA,Nexus 500,Scooters +125cc,460,Roja-negra,24000,2006,3000
Madrid,KAWASAKI,KLR 650,Trail,651,,28000,2000,2000
Barcelona,HONDA,CBR 600 RR,Sport,599,Rojo y negro,30150,2008,5700
Barcelona,KAWASAKI,Z 750,Naked,748,Negro,17800,2009,4300
Barcelona,PIAGGIO,LIBERTY 50,Scooters 50cc,49,AZUL,22000,2005,900
Valencia,YAMAHA,FZS 600 Fazer,Naked,599,Amarillo Yamaha,118000,2002,1500
Madrid,PIAGGIO,TYPHOON 50 2T,Scooters 50cc,49,,30000,2011,799
Baleares,HONDA,CB 250,Sport,250,verde,41000,1993,1100
Sta. C. Tenerife,KYMCO,Super Dink 125i,Scooter 125cc,125,,8820,2015,2250
Alicante,YAMAHA,Aerox 50 R,Scooters 50cc,49,gris,60000,2008,455
Cuenca,YAMAHA,TMAX 530,Scooters +125cc,530,Gris,5200,2015,9200
Madrid,HONDA,CB 600F HORNET,Naked,599,negro,20000,2009,4000
Madrid,PEUGEOT,KISBEE 50,Scooters 50cc,50,,9000,2013,700
Guipuzcoa,KYMCO,Xciting 400i,Scooters +125cc,399,,8731,2014,4400
Madrid,KTM,1290 Super Adventure,Trail,1290,Blanco,22500,2016,14500
Madrid,VESPA,Primavera,Scooter 125cc,124,Blanco,5300,2015,2300
Barcelona,YAMAHA,FZ6 N,Naked,600,Azul Metalizado,63000,2005,2200
Alava,DERBI,MULHACEN 659,Supermotard,659,,17000,2006,3200
Baleares,KYMCO,K-XCT 125i,Scooter 125cc,124,blanca,2600,2016,3200
Madrid,KTM,125,Naked,125,blanco,11900,2016,3150
Malaga,YAMAHA,Majesty 250,Scooters +125cc,250,plata,35000,2004,850
Valencia,HONDA,GL 1800 Goldwing,Turismo,1832,Negra,120000,2006,15900
Valencia,GILERA,Nexus 125,Scooter 125cc,124,BLANCO,14000,2012,2400
Guipuzcoa,BENELLI,TNT 1130,Naked,1131,AMARILLA,8000,2007,4990
Valencia,SUZUKI,Marauder 250,Custom,249,GRANATE,28843,2002,1650
Valencia,BMW,R 1200 RT,Turismo,1200,gris,50926,2011,12650
Valencia,BMW,K 1600 GT,Turismo,1649,blanco,28000,2012,16700
Madrid,BMW,F 800 R,Naked,800,NARANJA,40000,2013,5600
Cordoba,YAMAHA,SR 250 Special,Custom,250,Negro,70100,1990,850
Madrid,BMW,R 1200 GS,Trail,1170,AZUL,24000,2014,14500
Madrid,BMW,R 1200 RT,Turismo,1200,NEGRA,120000,2010,9700
Madrid,BMW,F 800 GS,Trail,798,AZUL,25000,2013,8600
Madrid,PIAGGIO,X7 EVO 300 ie,Scooters +125cc,278,NEGRA,24000,2010,2000
Valencia,HARLEY DAVIDSON,Touring Road King Classic,Turismo,1584,,8300,2012,16000
Barcelona,HONDA,NC 750,Trail,750,DISPONIBLE EN VARIOS COLORES,,2016,7575
Valencia,YAMAHA,NMAX,Scooter 125cc,125,TITANIUM,911,2017,2700
Madrid,BMW,R 1200 GS,Trail,1170,"ROJA,NEGRA",100000,2005,6500
Madrid,KAWASAKI,Z 750,Naked,748,Verde/Negro,26000,2009,3998
Ciudad Real,SUZUKI,V-Strom 650,Trail,645,negro,70000,2005,3500
Madrid,HONDA,CBF 250,Naked,249,Negra,15900,2006,1800
A Coruna,KAWASAKI,KX 125,Cross,124,Verde,50,1998,1200
Jaen,HONDA,CBR 600F,Sport,599,rojo,43000,2006,3200
Valencia,HONDA,CB 500 X,Trail,471,blanco,2183,2016,5499
Zaragoza,DUCATI,MONSTER S4R,Naked,996,rojo,30000,2004,5000
Madrid,KYMCO,Like 50,Scooters 50cc,50,,12000,2015,1099
Barcelona,KYMCO,K-XCT 125i,Scooter 125cc,124,"azul, negro mate, blanco",,2015,3455
Lleida,BMW,F 650 GS,Trail,798,naranja,14571,2010,6500
Murcia,BMW,R 1200 GS,Trail,1170,,75000,2005,8500
Barcelona,MV AGUSTA,F3 675,Sport,675,,18000,2012,8500
Lleida,HONDA,CRF 450R,Cross,449,Negro,1000,2006,3200
Madrid,YAMAHA,MT-07,Naked,689,Blanca,9200,2015,5000
Valencia,HONDA,CBR 250R,Sport,249,NEGRO,8700,2011,2990
Barcelona,HARLEY DAVIDSON,Sportster 883 Custom,Custom,883,NEGRO,17547,2007,6549
Barcelona,BMW,F 800 ST,Turismo,798,AZUL,31810,2007,4990
Valencia,BMW,K 1300 GT,Turismo,1293,rojo,13000,2009,12900
Valencia,KTM,1190 Adventure,Trail,1195,negro,9955,2015,13500
Barcelona,SUZUKI,BURGMAN 400,Scooters +125cc,400,Negro brillo,51000,2008,2699
Barcelona,BMW,F 800 GS,Trail,798,GRIS,49800,2008,6399
Guipuzcoa,HONDA,CB 600F HORNET,Naked,599,ORO,20700,2007,3800
Guipuzcoa,KAWASAKI,Z 900,Naked,948,TODOS,1,2017,8650
Valladolid,INDIAN,Chieftain,Custom,1811,,,2016,21900
Barcelona,HONDA,CB 500F,Naked,471,NEGRA,27000,2014,4350
Castellon,BULTACO,Lobito 50,Ciclomotor,49,,1100,1975,2800
Madrid,HONDA,NRX 1800 VALKYRIE RUNE,Custom,1832,Rojo,19700,2008,15500
Castellon,HONDA,CMX Rebel 250,Custom,234,negro,40000,2000,1100
Madrid,APRILIA,Dorsoduro 750,Supermotard,750,Hidrografic carbono,17500,2008,4900
Madrid,YAMAHA,FZS 600 Fazer,Naked,599,Azul,83800,2003,1500
Granada,KAWASAKI,ER 6N,Naked,649,BLANCO Y NEGRO,8340,2013,4400
Barcelona,KTM,990 Supermoto R,Supermotard,990,NARANJA,60000,2012,6300
Madrid,YAMAHA,X MAX 125 ABS,Scooter 125cc,125,A elegir,1,2017,4649
Barcelona,HARLEY DAVIDSON,Touring Electra Glide Standard,Turismo,1340,,51300,2006,14000
Madrid,YAMAHA,Tricity,Scooter 125cc,125,A elegir,1,2017,4499
Madrid,YAMAHA,Tricity 125,Scooter 125cc,125,A elegir,1,2017,3999
Madrid,KAWASAKI,NINJA 300,Sport,296,A ELEGIR,,2013,4790
Malaga,HYOSUNG,GT 650i,Naked,647,blanca,15000,2014,2200
Madrid,DUCATI,MONSTER 796,Naked,796,,21000,2010,6750
Ciudad Real,KTM,EXC 250,Enduro,249,naranja original,5800,2007,3500
Sevilla,APRILIA,Arrecife 200,Scooters +125cc,200,gris,57000,2004,900
Madrid,KYMCO,Super Dink 125i ABS,Scooter 125cc,125,blanco,50000,2012,1950
Huesca,KAWASAKI,Z 750 ABS,Naked,748,Negra,44000,2009,3800
Cordoba,BMW,R 1200 GS Adventure,Trail,1170,,71000,2014,15000
Madrid,VESPA,Primavera,Scooter 125cc,124,BLANCO ROJO,,2016,2999
Barcelona,VESPA,Primavera,Scooter 125cc,124,Azul cielo,7800,2014,2690
Baleares,SUZUKI,BURGMAN 400 A ABS,Scooters +125cc,400,NEGRO MATE,40000,2012,4600
Granada,KAWASAKI,Z 650,Naked,649,VARIOS COLORES,,2017,6550
Granada,KAWASAKI,ER 6F ABS,Turismo,649,NEGRO,,2016,6875
Granada,KAWASAKI,Z 300,Naked,296,VERDE,,2016,4525
Alicante,KYMCO,Xciting 500 R ABS,Scooters +125cc,498,BLANCO,33800,2009,2790
Alicante,HONDA,Forza 125,Scooter 125cc,125,Blanco/azul,1900,2016,4490
Granada,KAWASAKI,Ninja 650,Naked,649,KRT,,2017,7250
Barcelona,HONDA,CBR 900RR FIREBLADE,Sport,954,Rojo-negro,32000,2004,5000
Valencia,APRILIA,SR Max 125,Scooter 125cc,125,blanco,,2016,3749
Valencia,APRILIA,SR 50 R,Scooters 50cc,49,blanco,,2016,2569
Valencia,TRIUMPH,AMERICA 900 2-Tone,Custom,865,AZUL Y BLANCO,13500,2011,6800
Barcelona,DUCATI,DIAVEL Dark,Custom,1198,NEGRO,12300,2012,12790
Lleida,BETA,ALP 4.0,Trial,349,Gris,19450,2004,2600
Baleares,YAMAHA,X MAX 250,Scooters +125cc,249,negro,41800,2007,1600
Valencia,KTM,690 DUKE,Naked,690,blanco,600,2016,6800
Asturias,DUCATI,Scrambler,Naked,803,,3000,2016,16000
Granada,KAWASAKI,NINJA ZX-6R 636 KTR Edition,Sport,636,,38500,2005,2700
Madrid,YAMAHA,XVS 650 A Drag Star Classic,Custom,650,marron,21000,1998,3000
Barcelona,TRIUMPH,SPEED Triple R,Naked,1050,Blanco,27000,2012,9500
Malaga,MONTESA,Cota 4 RT,Trial,259,rojo,,2016,5799
Tarragona,SUZUKI,BURGMAN 150,Scooters +125cc,150,azul,39000,2004,699
Barcelona,KYMCO,Yager GT 300i,Scooters +125cc,271,,200,2015,2799
Alicante,VESPA,S 150,Scooters +125cc,151,CREMA,47631,1970,1700
Cantabria,BMW,F 800 GS,Trail,798,NEGRO,1,2016,11999
Caceres,SUZUKI,DR Z 400 S,Trail,398,,15800,2005,2300
Jaen,SUZUKI,GSX 650 F,Turismo,650,,10429,2010,4300
Barcelona,TRIUMPH,Tiger 800 XR,Trail,800,NEGRO,10500,2015,9800
Valencia,VICTORY,Gunner,Custom,1731,VERDE,,2015,12500
Barcelona,KAWASAKI,ZX 6R,Sport,599,NEGRO,26743,2008,4999
Valencia,HONDA,NT 700 DEAUVILLE ABS,Turismo,680,gris,36980,2007,4450
